10.7233,-0.0126,0.0216,10.8387,-0.0233,0.0619,10.9950,-0.0357,0.1090,10.8509,-0.0417,0.0890,10.8324,-0.0242,0.0632,10.8231,-0.0428,0.0895,10.8132,-0.0443,0.0897,11.1791,-0.1309,0.2430,11.1223,-0.1040,0.2043,11.3007,-0.1945,0.3360,11.4327,-0.2466,0.4144,10.8278,-0.0242,0.0634,10.8403,-0.0307,0.0731,10.8567,-0.0436,0.0916,10.8889,-0.0539,0.1060,10.8246,-0.0427,0.0895,10.8119,-0.0444,0.0897,10.8118,-0.0446,0.0897,10.8226,-0.0429,0.0895,11.0148,-0.0434,0.1196,11.0381,-0.0531,0.1336,11.0432,-0.0539,0.1347,11.0878,-0.0869,0.1803,11.1202,-0.1047,0.2044,11.1756,-0.1309,0.2433,11.2392,-0.1578,0.2819,11.3138,-0.1941,0.3350,11.2959,-0.1944,0.3364,11.2998,-0.1961,0.3361,11.4205,-0.2351,0.3951,11.4455,-0.2470,0.4134,11.4275,-0.2465,0.4148,11.4284,-0.2465,0.4147,10.8334,-0.0250,0.0640,11.0334,-0.0509,0.1306,11.1219,-0.1040,0.2043
0.0078,10.2254,-0.0187,0.0467,10.2569,-0.0217,0.0652,10.2445,-0.0233,0.1099,10.3366,-0.0633,0.0570,10.2748,-0.0288,0.1693,10.4359,-0.1026,0.2151,10.5450,-0.1366,0.0995,10.1858,-0.0455,0.0950,10.2102,-0.0425,0.1188,10.1436,-0.0594,0.1136,10.0728,-0.0552,0.0570,10.2735,-0.0290,0.0725,10.2878,-0.0388,0.1104,10.3356,-0.0636,0.1107,10.3245,-0.0635,0.1622,10.4228,-0.0980,0.2203,10.5576,-0.1405,0.2251,10.5693,-0.1439,0.1729,10.4442,-0.1051,0.0685,10.2423,-0.0256,0.0746,10.2425,-0.0296,0.0720,10.2368,-0.0277,0.0875,10.2179,-0.0377,0.1093,10.2333,-0.0513,0.0995,10.1850,-0.0457,0.1041,10.1625,-0.0485,0.1119,10.1319,-0.0539,0.1188,10.1427,-0.0596,0.1355,10.1785,-0.0713,0.1131,10.0903,-0.0544,0.1136,10.0762,-0.0548,0.1136,10.0719,-0.0555,0.1136,10.0715,-0.0554,0.0652,10.2909,-0.0344,0.0719,10.2396,-0.0277,0.0950,10.2102,-0.0425
-0.0360,0.0065,12.0453,-0.0368,0.0835,12.1890,-0.0391,0.1522,12.3121,-0.0636,0.1249,12.2054,-0.0455,0.0958,12.2091,-0.0815,0.1541,12.2017,-0.0863,0.1621,12.1671,-0.1387,0.2881,12.5415,-0.1131,0.2544,12.4791,-0.2131,0.3842,12.7318,-0.2525,0.4324,12.8268,-0.0507,0.1031,12.2283,-0.0515,0.1063,12.2083,-0.0637,0.1249,12.2046,-0.0642,0.1250,12.2033,-0.0815,0.1539,12.2096,-0.0869,0.1631,12.1634,-0.0862,0.1623,12.1553,-0.0815,0.1541,12.1975,-0.0451,0.1596,12.3283,-0.0506,0.1667,12.3367,-0.0484,0.1637,12.3308,-0.0973,0.2331,12.4461,-0.1130,0.2548,12.4625,-0.1426,0.2930,12.5567,-0.1613,0.3171,12.5939,-0.2002,0.3676,12.6906,-0.2181,0.3905,12.7511,-0.2129,0.3848,12.7105,-0.2256,0.3970,12.7451,-0.2398,0.4149,12.7839,-0.2575,0.4387,12.8465,-0.2567,0.4382,12.8417,-0.0455,0.0960,12.1994,-0.0482,0.1636,12.3313,-0.1131,0.2544,12.4781
10.9198,-0.0493,0.0507,11.7669,-0.3625,0.4459,11.9466,-0.3786,0.5036,11.7832,-0.3878,0.4785,11.7598,-0.3644,0.4481,11.7527,-0.3938,0.4812,11.7431,-0.4013,0.4824,12.1610,-0.4864,0.6572,12.0950,-0.4563,0.6131,12.3023,-0.5581,0.7641,12.4554,-0.6156,0.8520,11.7543,-0.3642,0.4487,11.7695,-0.3726,0.4596,11.7902,-0.3900,0.4814,11.8285,-0.4017,0.4971,11.7542,-0.3929,0.4811,11.7418,-0.4022,0.4826,11.7419,-0.4030,0.4825,11.7523,-0.3944,0.4813,11.9703,-0.3875,0.5156,11.9979,-0.3990,0.5314,12.0039,-0.3996,0.5323,12.0546,-0.4367,0.5857,12.0931,-0.4581,0.6133,12.1567,-0.4862,0.6578,12.2308,-0.5166,0.7012,12.3175,-0.5572,0.7619,12.2965,-0.5578,0.7648,12.3019,-0.5617,0.7644,12.4419,-0.6033,0.8292,12.4708,-0.6165,0.8501,12.4493,-0.6153,0.8528,12.4503,-0.6153,0.8527,11.7614,-0.3661,0.4491,11.9922,-0.3963,0.5280,12.0944,-0.4563,0.6131
0.0145,10.3564,-0.0970,0.4378,11.0243,-0.4055,0.4623,11.0093,-0.4143,0.5071,11.1191,-0.4557,0.4490,11.0461,-0.4150,0.5714,11.2364,-0.5026,0.6203,11.3665,-0.5416,0.5069,10.9443,-0.4499,0.4999,10.9720,-0.4438,0.5331,10.8977,-0.4740,0.5315,10.8156,-0.4724,0.4493,11.0449,-0.4161,0.4663,11.0614,-0.4267,0.5077,11.1180,-0.4560,0.5083,11.1051,-0.4556,0.5638,11.2211,-0.4975,0.6259,11.3814,-0.5460,0.6310,11.3952,-0.5497,0.5753,11.2463,-0.5055,0.4663,11.0071,-0.4177,0.4733,11.0077,-0.4227,0.4706,11.0008,-0.4201,0.4905,10.9804,-0.4369,0.5152,10.9989,-0.4536,0.5071,10.9435,-0.4508,0.5138,10.9178,-0.4553,0.5253,10.8832,-0.4655,0.5333,10.8968,-0.4753,0.5508,10.9390,-0.4872,0.5294,10.8351,-0.4678,0.5309,10.8191,-0.4698,0.5317,10.8149,-0.4737,0.5317,10.8144,-0.4733,0.4578,11.0653,-0.4211,0.4704,11.0041,-0.4202,0.4999,10.9720,-0.4438
-0.0864,0.0045,12.3214,-0.2923,0.4510,13.2412,-0.3038,0.5298,13.3845,-0.3236,0.4968,13.2618,-0.3020,0.4642,13.2650,-0.3428,0.5287,13.2580,-0.3474,0.5373,13.2188,-0.4281,0.6805,13.6563,-0.3957,0.6430,13.5823,-0.5204,0.7868,13.8816,-0.5723,0.8412,13.9945,-0.3079,0.4720,13.2876,-0.3094,0.4760,13.2642,-0.3240,0.4969,13.2609,-0.3261,0.4973,13.2601,-0.3430,0.5285,13.2671,-0.3480,0.5384,13.2147,-0.3471,0.5376,13.2053,-0.3427,0.5288,13.2531,-0.3117,0.5379,13.4041,-0.3191,0.5460,13.4146,-0.3167,0.5427,13.4077,-0.3758,0.6192,13.5430,-0.3953,0.6436,13.5633,-0.4325,0.6857,13.6741,-0.4571,0.7129,13.7188,-0.5059,0.7690,13.8331,-0.5260,0.7935,13.9042,-0.5198,0.7874,13.8571,-0.5401,0.8025,13.8989,-0.5579,0.8224,13.9447,-0.5781,0.8479,14.0175,-0.5772,0.8474,14.0117,-0.3019,0.4644,13.2540,-0.3161,0.5426,13.4080,-0.3957,0.6430,13.5812
11.1450,-0.0663,0.0761,12.0126,-0.3852,0.4768,13.2199,-0.8182,1.0316,12.0286,-0.4111,0.5103,12.0052,-0.3872,0.4792,11.9972,-0.4174,0.5132,11.9871,-0.4254,0.5144,13.4756,-0.9431,1.2103,13.3971,-0.9085,1.1593,13.6439,-1.0259,1.3348,13.8258,-1.0910,1.4353,11.9995,-0.3870,0.4799,12.0149,-0.3955,0.4910,12.0357,-0.4134,0.5133,12.0747,-0.4252,0.5294,11.9987,-0.4165,0.5132,11.9858,-0.4263,0.5145,11.9858,-0.4272,0.5145,11.9967,-0.4180,0.5133,13.2489,-0.8287,1.0455,13.2823,-0.8425,1.0636,13.2895,-0.8430,1.0644,13.3488,-0.8856,1.1276,13.3957,-0.9120,1.1597,13.4704,-0.9428,1.2112,13.5589,-0.9779,1.2609,13.6620,-1.0246,1.3314,13.6369,-1.0254,1.3360,13.6444,-1.0322,1.3354,13.8103,-1.0777,1.4079,13.8446,-1.0926,1.4322,13.8184,-1.0905,1.4365,13.8196,-1.0904,1.4363,12.0068,-0.3890,0.4801,13.2752,-0.8391,1.0595,13.3965,-0.9085,1.1592
0.0225,10.4168,-0.1657,0.4437,11.0897,-0.4793,1.0016,11.9469,-0.9096,0.5140,11.1842,-0.5297,0.4551,11.1114,-0.4890,0.5790,11.3015,-0.5767,0.6283,11.4316,-0.6155,1.0589,11.8745,-0.9619,1.0489,11.9062,-0.9522,1.0937,11.8226,-0.9991,1.0967,11.7264,-1.0005,0.4553,11.1101,-0.4903,0.4726,11.1266,-0.5007,0.5147,11.1831,-0.5300,0.5155,11.1701,-0.5296,0.5713,11.2861,-0.5716,0.6340,11.4466,-0.6199,0.6391,11.4604,-0.6235,0.5829,11.3114,-0.5795,1.0063,11.9448,-0.9143,1.0145,11.9459,-0.9206,1.0115,11.9374,-0.9172,1.0372,11.9155,-0.9425,1.0653,11.9382,-0.9633,1.0593,11.8738,-0.9639,1.0687,11.8439,-0.9705,1.0848,11.8046,-0.9867,1.0942,11.8219,-1.0016,1.1128,11.8723,-1.0139,1.0924,11.7482,-0.9912,1.0954,11.7297,-0.9953,1.0971,11.7257,-1.0030,1.0971,11.7252,-1.0023,0.4639,11.1306,-0.4950,1.0112,11.9414,-0.9174,1.0488,11.9062,-0.9521
-0.1447,0.0039,12.5669,-0.3580,0.4589,13.5045,-0.6575,1.0479,14.7232,-0.3901,0.5060,13.5251,-0.3679,0.4725,13.5287,-0.4095,0.5388,13.5212,-0.4142,0.5479,13.4811,-0.8145,1.2172,15.0515,-0.7732,1.1749,14.9621,-0.9306,1.3364,15.3233,-0.9992,1.3988,15.4600,-0.3739,0.4804,13.5518,-0.3755,0.4846,13.5278,-0.3905,0.5061,13.5242,-0.3929,0.5066,13.5233,-0.4097,0.5385,13.5305,-0.4148,0.5491,13.4769,-0.4139,0.5483,13.4673,-0.4094,0.5389,13.5162,-0.6679,1.0570,14.7472,-0.6778,1.0663,14.7607,-0.6753,1.0628,14.7524,-0.7477,1.1481,14.9143,-0.7724,1.1757,14.9398,-0.8196,1.2228,15.0728,-0.8520,1.2541,15.1273,-0.9140,1.3172,15.2652,-0.9371,1.3437,15.3503,-0.9296,1.3370,15.2946,-0.9599,1.3561,15.3461,-0.9825,1.3784,15.4012,-1.0059,1.4061,15.4875,-1.0049,1.4056,15.4803,-0.3679,0.4727,13.5175,-0.6740,1.0625,14.7526,-0.7731,1.1749,14.9608
10.9889,-0.0761,0.0384,11.8383,-0.3883,0.4321,12.0190,-0.4046,0.4905,13.3503,-1.5681,1.2673,11.8311,-0.3905,0.4344,13.3165,-1.5804,1.2727,13.3081,-1.5961,1.2765,12.2348,-0.5135,0.6461,12.1683,-0.4832,0.6015,12.3770,-0.5859,0.7544,12.5313,-0.6436,0.8433,11.8255,-0.3903,0.4350,12.4505,-0.8669,0.7723,13.3599,-1.5710,1.2705,13.4120,-1.5859,1.2877,13.3177,-1.5784,1.2721,13.3069,-1.5979,1.2769,13.3075,-1.5998,1.2774,13.3163,-1.5817,1.2730,12.0429,-0.4136,0.5027,12.0707,-0.4253,0.5188,12.0768,-0.4258,0.5196,12.1277,-0.4634,0.5738,12.1665,-0.4852,0.6018,12.2305,-0.5134,0.6467,12.3052,-0.5439,0.6906,12.3924,-0.5849,0.7521,12.3711,-0.5857,0.7552,12.3766,-0.5899,0.7548,12.5177,-0.6312,0.8200,12.5468,-0.6444,0.8413,12.5251,-0.6433,0.8441,12.5261,-0.6433,0.8440,11.8327,-0.3924,0.4354,12.0650,-0.4225,0.5152,12.1678,-0.4832,0.6015
